Category,URL,Title,Project Team,Published Date,,download_link
Staff Publications in Scholarly Journals,https://doi.org/10.1007/s11079-022-09683-5,How Do Shocks Affect International Reserves? A Quasi-Experiment of Earthquakes,Yothin Jinjarak,19-Aug-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1007/s12062-022-09377-3,Trends and Characteristics of Labor Force Participation Among Older Persons in Developing Asia: Literature Review and Cross-Country Assessment,Aiko Kikkawa,10-Aug-22,,#N/A
Staff Publications in Scholarly Journals,https://journals.sagepub.com/doi/10.1177/01979183221116883,Does changing the narrative improve host community attitudes to climate migrants? Experimental evidence from Bangladesh,Minhaj Mahmud,9-Aug-22,,#N/A
Staff Publications in Scholarly Journals,https://onlinelibrary.wiley.com/doi/full/10.1111/1468-0106.12399,Concentration in Asia's cross-border banking: Determinants and impacts,"Peter Rosenkranz, Rogelio Mercado Jr., Ana Kristel Lapid",20-Jul-22,,#N/A
Staff Publications in Scholarly Journals,https://www.tandfonline.com/doi/full/10.1080/15481603.2022.2088651,Multiple agricultural cropland products of South Asia developed in support of food and water security,Takashi Yamano,13-Jul-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1111/twec.13320,Global Value Chains and Female Employment: The Evidence from Vietnam,Yothin Jinjarak,1-Jul-22,,#N/A
Staff Publications in Scholarly Journals,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0270555,COVID-19 Lockdown Policy and Heterogeneous Responses of Urban Mobility: Evidence from the Philippines,Yi Jiang; Jade Laranjo; Milan Thomas,30-Jun-22,,#N/A
Staff Publications in Scholarly Journals,https://onlinelibrary.wiley.com/doi/10.1111/twec.13315,"Foreign firm characteristics, labour market restrictions and FDI spillovers: Evidence from Moldova",Shawn Tan,27-Jun-22,,#N/A
Staff Publications in Scholarly Journals,http://dx.doi.org/10.1111/asej.12264,"How Industrial Design Matters for Firm Growth at Different Stages of Development: Evidence from Korea, 1970s to 2010s",Donghyun Park,27-Jun-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1093/wber/lhac005,"Technology, Skills, and Globalization: Explaining International Differences in Routine and Nonroutine Work Using Survey Data",Albert Park,20-Jun-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.strueco.2022.06.007,"Trajectories to high income: comparing the growth dynamics in China, South Korea, and Japan with cointegrated VAR models",Donghyun Park,17-Jun-22,,#N/A
Staff Publications in Scholarly Journals,https://link.springer.com/article/10.1007/s10644-022-09417-0,The price of frequent issuance: the value of information in the green bond market,"Shu Tian, Donghyun Park",14-Jun-22,,#N/A
Staff Publications in Scholarly Journals,https://kluwerlawonline.com/journalarticle/Global+Trade+and+Customs+Journal/17.7/GTCJ2022033,The Low Use by Firms of ASEAN Trade Preferences: Will RCEP Follow the Same Destiny? An Agenda for Rescue to Reform Rules of Origin in the Asian and Pacific Region,Pramila Crivelli,27-May-22,,#N/A
Staff Publications in Scholarly Journals,https://journals.sagepub.com/doi/pdf/10.1177/18793665221096688,"Key binding constraints, structural reform, and growth potential of Azerbaijan via economic diversification: A CGE Policy Impact Analysis",Aimee Hampel,10-May-22,,#N/A
Staff Publications in Scholarly Journals,https://www.mdpi.com/2220-9964/11/5/293/htm,Predicting Poverty Using Geospatial Data in Thailand,A Martinez,2-May-22,,#N/A
Staff Publications in Scholarly Journals,https://pubmed.ncbi.nlm.nih.gov/35431342/,"The impact of COVID-19 on the economic performance of Wuhan, China (2019–2021)",Donghyun Park,12-Apr-22,,#N/A
Staff Publications in Scholarly Journals,https://www.sciencedirect.com/science/article/pii/S221242842200007X,Water Tariff Setting and its Welfare Implications: Evidence from Chinese Cities,Yi Jiang; Renz Adrian T. Calub; Xiaoting Zheng,1-Apr-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.strueco.2022.03.016,The Turnaround in Philippine Growth: From Disappointment to Promising Success,"Jesus Felipe, Gemma Estrada, Matteo Lanzafame",25-Mar-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1111/ecot.12323,Impacts of fiscal decentralization on local development in Vietnam: A disaggregated analysis,Donghyun Park,14-Mar-22,,#N/A
Staff Publications in Scholarly Journals,https://onlinelibrary.wiley.com/doi/10.1111/rode.12869,Microfinance competition and multiple borrowing: Evidence using panel data from Bangladesh,Minhaj Mahmud; Yasuyuki Sawada,14-Mar-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.irfa.2022.102114,Go green or stay black: Bond market dynamics in Asia,"Shu Tian, Donghyun Park",11-Mar-22,,#N/A
Staff Publications in Scholarly Journals,https://journals.sagepub.com/doi/10.1177/00219096221077488,Consumption Response to Government Income Subsidies: Korea’s Case,"Jong Woo Kang, Mara Claire Tayag, Hannah Dominique Sy",10-Mar-22,,#N/A
Staff Publications in Scholarly Journals,https://www.tandfonline.com/doi/abs/10.1080/00220388.2022.2029417,Contextualizing Individual-Level Asset Data Collection: Evidence from Household Surveys,"K. Joshi, A. Martinez",8-Mar-22,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.3390/su14052987,On Hedging Properties of Infrastructure Assets during the Pandemic: What We Learn from Global and Emerging Markets?,"Bambang Susantono, Donghyun Park, Shu Tian",3-Mar-22,,#N/A
Staff Publications in Scholarly Journals,https://www.sciencedirect.com/science/article/abs/pii/S026499932100331X?via%3Dihub,"Demographic change, technological advance, and growth: A cross-country analysis",Cyn-Young Park; Aiko Kikkawa-Takenaka,5-Jan-22,,#N/A
